image_path,genre
data\spectrograms\blues\blues.00038.png,blues
data\spectrograms\blues\blues.00038.png,blues
data\spectrograms\blues\blues.00039.png,blues
data\spectrograms\blues\blues.00039.png,blues
data\spectrograms\blues\blues.00040.png,blues
data\spectrograms\blues\blues.00040.png,blues
data\spectrograms\blues\blues.00041.png,blues
data\spectrograms\blues\blues.00041.png,blues
data\spectrograms\blues\blues.00042.png,blues
data\spectrograms\blues\blues.00042.png,blues
data\spectrograms\blues\blues.00043.png,blues
data\spectrograms\blues\blues.00043.png,blues
data\spectrograms\blues\blues.00044.png,blues
data\spectrograms\blues\blues.00044.png,blues
data\spectrograms\blues\blues.00045.png,blues
data\spectrograms\blues\blues.00045.png,blues
data\spectrograms\blues\blues.00046.png,blues
data\spectrograms\blues\blues.00046.png,blues
data\spectrograms\blues\blues.00047.png,blues
data\spectrograms\blues\blues.00047.png,blues
data\spectrograms\blues\blues.00048.png,blues
data\spectrograms\blues\blues.00048.png,blues
data\spectrograms\blues\blues.00049.png,blues
data\spectrograms\blues\blues.00049.png,blues
data\spectrograms\blues\blues.00050.png,blues
data\spectrograms\blues\blues.00050.png,blues
data\spectrograms\blues\blues.00051.png,blues
data\spectrograms\blues\blues.00051.png,blues
data\spectrograms\blues\blues.00052.png,blues
data\spectrograms\blues\blues.00052.png,blues
data\spectrograms\blues\blues.00053.png,blues
data\spectrograms\blues\blues.00053.png,blues
data\spectrograms\blues\blues.00054.png,blues
data\spectrograms\blues\blues.00054.png,blues
data\spectrograms\blues\blues.00055.png,blues
data\spectrograms\blues\blues.00055.png,blues
data\spectrograms\blues\blues.00056.png,blues
data\spectrograms\blues\blues.00056.png,blues
data\spectrograms\blues\blues.00057.png,blues
data\spectrograms\blues\blues.00057.png,blues
data\spectrograms\blues\blues.00058.png,blues
data\spectrograms\blues\blues.00058.png,blues
data\spectrograms\blues\blues.00059.png,blues
data\spectrograms\blues\blues.00059.png,blues
data\spectrograms\blues\blues.00060.png,blues
data\spectrograms\blues\blues.00060.png,blues
data\spectrograms\blues\blues.00061.png,blues
data\spectrograms\blues\blues.00061.png,blues
data\spectrograms\blues\blues.00062.png,blues
data\spectrograms\blues\blues.00062.png,blues
data\spectrograms\blues\blues.00063.png,blues
data\spectrograms\blues\blues.00063.png,blues
data\spectrograms\blues\blues.00064.png,blues
data\spectrograms\blues\blues.00064.png,blues
data\spectrograms\blues\blues.00065.png,blues
data\spectrograms\blues\blues.00065.png,blues
data\spectrograms\blues\blues.00066.png,blues
data\spectrograms\blues\blues.00066.png,blues
data\spectrograms\blues\blues.00067.png,blues
data\spectrograms\blues\blues.00067.png,blues
data\spectrograms\blues\blues.00068.png,blues
data\spectrograms\blues\blues.00068.png,blues
data\spectrograms\blues\blues.00069.png,blues
data\spectrograms\blues\blues.00069.png,blues
data\spectrograms\blues\blues.00070.png,blues
data\spectrograms\blues\blues.00070.png,blues
data\spectrograms\blues\blues.00071.png,blues
data\spectrograms\blues\blues.00071.png,blues
data\spectrograms\blues\blues.00072.png,blues
data\spectrograms\blues\blues.00072.png,blues
data\spectrograms\blues\blues.00073.png,blues
data\spectrograms\blues\blues.00073.png,blues
data\spectrograms\blues\blues.00074.png,blues
data\spectrograms\blues\blues.00074.png,blues
data\spectrograms\blues\blues.00075.png,blues
data\spectrograms\blues\blues.00075.png,blues
data\spectrograms\blues\blues.00076.png,blues
data\spectrograms\blues\blues.00076.png,blues
data\spectrograms\blues\blues.00077.png,blues
data\spectrograms\blues\blues.00077.png,blues
data\spectrograms\blues\blues.00078.png,blues
data\spectrograms\blues\blues.00078.png,blues
data\spectrograms\blues\blues.00079.png,blues
data\spectrograms\blues\blues.00079.png,blues
data\spectrograms\blues\blues.00080.png,blues
data\spectrograms\blues\blues.00080.png,blues
data\spectrograms\blues\blues.00081.png,blues
data\spectrograms\blues\blues.00081.png,blues
data\spectrograms\blues\blues.00082.png,blues
data\spectrograms\blues\blues.00082.png,blues
data\spectrograms\blues\blues.00083.png,blues
data\spectrograms\blues\blues.00083.png,blues
data\spectrograms\blues\blues.00084.png,blues
data\spectrograms\blues\blues.00084.png,blues
data\spectrograms\blues\blues.00085.png,blues
data\spectrograms\blues\blues.00085.png,blues
data\spectrograms\blues\blues.00086.png,blues
data\spectrograms\blues\blues.00086.png,blues
data\spectrograms\blues\blues.00087.png,blues
data\spectrograms\blues\blues.00087.png,blues
data\spectrograms\blues\blues.00088.png,blues
data\spectrograms\blues\blues.00088.png,blues
data\spectrograms\blues\blues.00089.png,blues
data\spectrograms\blues\blues.00089.png,blues
data\spectrograms\blues\blues.00090.png,blues
data\spectrograms\blues\blues.00090.png,blues
data\spectrograms\blues\blues.00091.png,blues
data\spectrograms\blues\blues.00091.png,blues
data\spectrograms\blues\blues.00092.png,blues
data\spectrograms\blues\blues.00092.png,blues
data\spectrograms\blues\blues.00093.png,blues
data\spectrograms\blues\blues.00093.png,blues
data\spectrograms\blues\blues.00094.png,blues
data\spectrograms\blues\blues.00094.png,blues
data\spectrograms\blues\blues.00095.png,blues
data\spectrograms\blues\blues.00095.png,blues
data\spectrograms\blues\blues.00096.png,blues
data\spectrograms\blues\blues.00096.png,blues
data\spectrograms\blues\blues.00097.png,blues
data\spectrograms\blues\blues.00097.png,blues
data\spectrograms\blues\blues.00098.png,blues
data\spectrograms\blues\blues.00098.png,blues
data\spectrograms\blues\blues.00099.png,blues
data\spectrograms\blues\blues.00099.png,blues
data\spectrograms\classical\classical.00000.png,classical
data\spectrograms\classical\classical.00000.png,classical
data\spectrograms\classical\classical.00001.png,classical
data\spectrograms\classical\classical.00001.png,classical
data\spectrograms\classical\classical.00002.png,classical
data\spectrograms\classical\classical.00002.png,classical
data\spectrograms\classical\classical.00003.png,classical
data\spectrograms\classical\classical.00003.png,classical
data\spectrograms\classical\classical.00004.png,classical
data\spectrograms\classical\classical.00004.png,classical
data\spectrograms\classical\classical.00005.png,classical
data\spectrograms\classical\classical.00005.png,classical
data\spectrograms\classical\classical.00006.png,classical
data\spectrograms\classical\classical.00006.png,classical
data\spectrograms\classical\classical.00007.png,classical
data\spectrograms\classical\classical.00007.png,classical
data\spectrograms\classical\classical.00008.png,classical
data\spectrograms\classical\classical.00008.png,classical
data\spectrograms\classical\classical.00009.png,classical
data\spectrograms\classical\classical.00009.png,classical
data\spectrograms\classical\classical.00010.png,classical
data\spectrograms\classical\classical.00010.png,classical
data\spectrograms\classical\classical.00011.png,classical
data\spectrograms\classical\classical.00011.png,classical
data\spectrograms\classical\classical.00012.png,classical
data\spectrograms\classical\classical.00012.png,classical
data\spectrograms\classical\classical.00013.png,classical
data\spectrograms\classical\classical.00013.png,classical
data\spectrograms\classical\classical.00014.png,classical
data\spectrograms\classical\classical.00014.png,classical
data\spectrograms\classical\classical.00015.png,classical
data\spectrograms\classical\classical.00015.png,classical
data\spectrograms\classical\classical.00016.png,classical
data\spectrograms\classical\classical.00016.png,classical
data\spectrograms\classical\classical.00017.png,classical
data\spectrograms\classical\classical.00017.png,classical
data\spectrograms\classical\classical.00018.png,classical
data\spectrograms\classical\classical.00018.png,classical
data\spectrograms\classical\classical.00019.png,classical
data\spectrograms\classical\classical.00019.png,classical
data\spectrograms\classical\classical.00020.png,classical
data\spectrograms\classical\classical.00020.png,classical
data\spectrograms\classical\classical.00021.png,classical
data\spectrograms\classical\classical.00021.png,classical
data\spectrograms\classical\classical.00022.png,classical
data\spectrograms\classical\classical.00022.png,classical
data\spectrograms\classical\classical.00023.png,classical
data\spectrograms\classical\classical.00023.png,classical
data\spectrograms\classical\classical.00024.png,classical
data\spectrograms\classical\classical.00024.png,classical
data\spectrograms\classical\classical.00025.png,classical
data\spectrograms\classical\classical.00025.png,classical
data\spectrograms\classical\classical.00026.png,classical
data\spectrograms\classical\classical.00026.png,classical
data\spectrograms\classical\classical.00027.png,classical
data\spectrograms\classical\classical.00027.png,classical
data\spectrograms\classical\classical.00028.png,classical
data\spectrograms\classical\classical.00028.png,classical
data\spectrograms\classical\classical.00029.png,classical
data\spectrograms\classical\classical.00029.png,classical
data\spectrograms\classical\classical.00030.png,classical
data\spectrograms\classical\classical.00030.png,classical
data\spectrograms\classical\classical.00031.png,classical
data\spectrograms\classical\classical.00031.png,classical
data\spectrograms\classical\classical.00032.png,classical
data\spectrograms\classical\classical.00032.png,classical
data\spectrograms\classical\classical.00033.png,classical
data\spectrograms\classical\classical.00033.png,classical
data\spectrograms\classical\classical.00034.png,classical
data\spectrograms\classical\classical.00034.png,classical
data\spectrograms\classical\classical.00035.png,classical
data\spectrograms\classical\classical.00035.png,classical
data\spectrograms\classical\classical.00036.png,classical
data\spectrograms\classical\classical.00036.png,classical
data\spectrograms\classical\classical.00037.png,classical
data\spectrograms\classical\classical.00037.png,classical
data\spectrograms\classical\classical.00038.png,classical
data\spectrograms\classical\classical.00038.png,classical
data\spectrograms\classical\classical.00039.png,classical
data\spectrograms\classical\classical.00039.png,classical
data\spectrograms\classical\classical.00040.png,classical
data\spectrograms\classical\classical.00040.png,classical
data\spectrograms\classical\classical.00041.png,classical
data\spectrograms\classical\classical.00041.png,classical
data\spectrograms\classical\classical.00042.png,classical
data\spectrograms\classical\classical.00042.png,classical
data\spectrograms\classical\classical.00043.png,classical
data\spectrograms\classical\classical.00043.png,classical
data\spectrograms\classical\classical.00044.png,classical
data\spectrograms\classical\classical.00044.png,classical
data\spectrograms\classical\classical.00045.png,classical
data\spectrograms\classical\classical.00045.png,classical
data\spectrograms\classical\classical.00046.png,classical
data\spectrograms\classical\classical.00046.png,classical
data\spectrograms\classical\classical.00047.png,classical
data\spectrograms\classical\classical.00047.png,classical
data\spectrograms\classical\classical.00048.png,classical
data\spectrograms\classical\classical.00048.png,classical
data\spectrograms\classical\classical.00049.png,classical
data\spectrograms\classical\classical.00049.png,classical
data\spectrograms\classical\classical.00050.png,classical
data\spectrograms\classical\classical.00050.png,classical
data\spectrograms\classical\classical.00051.png,classical
data\spectrograms\classical\classical.00051.png,classical
data\spectrograms\classical\classical.00052.png,classical
data\spectrograms\classical\classical.00052.png,classical
data\spectrograms\classical\classical.00053.png,classical
data\spectrograms\classical\classical.00053.png,classical
data\spectrograms\classical\classical.00054.png,classical
data\spectrograms\classical\classical.00054.png,classical
data\spectrograms\classical\classical.00055.png,classical
data\spectrograms\classical\classical.00055.png,classical
data\spectrograms\classical\classical.00056.png,classical
data\spectrograms\classical\classical.00056.png,classical
data\spectrograms\classical\classical.00057.png,classical
data\spectrograms\classical\classical.00057.png,classical
data\spectrograms\classical\classical.00058.png,classical
data\spectrograms\classical\classical.00058.png,classical
data\spectrograms\classical\classical.00059.png,classical
data\spectrograms\classical\classical.00059.png,classical
data\spectrograms\classical\classical.00060.png,classical
data\spectrograms\classical\classical.00060.png,classical
data\spectrograms\classical\classical.00061.png,classical
data\spectrograms\classical\classical.00061.png,classical
data\spectrograms\classical\classical.00062.png,classical
data\spectrograms\classical\classical.00062.png,classical
data\spectrograms\classical\classical.00063.png,classical
data\spectrograms\classical\classical.00063.png,classical
data\spectrograms\classical\classical.00064.png,classical
data\spectrograms\classical\classical.00064.png,classical
data\spectrograms\classical\classical.00065.png,classical
data\spectrograms\classical\classical.00065.png,classical
data\spectrograms\classical\classical.00066.png,classical
data\spectrograms\classical\classical.00066.png,classical
data\spectrograms\classical\classical.00067.png,classical
data\spectrograms\classical\classical.00067.png,classical
data\spectrograms\classical\classical.00068.png,classical
data\spectrograms\classical\classical.00068.png,classical
data\spectrograms\classical\classical.00069.png,classical
data\spectrograms\classical\classical.00069.png,classical
data\spectrograms\classical\classical.00070.png,classical
data\spectrograms\classical\classical.00070.png,classical
data\spectrograms\classical\classical.00071.png,classical
data\spectrograms\classical\classical.00071.png,classical
data\spectrograms\classical\classical.00072.png,classical
data\spectrograms\classical\classical.00072.png,classical
data\spectrograms\classical\classical.00073.png,classical
data\spectrograms\classical\classical.00073.png,classical
data\spectrograms\classical\classical.00074.png,classical
data\spectrograms\classical\classical.00074.png,classical
data\spectrograms\classical\classical.00075.png,classical
data\spectrograms\classical\classical.00075.png,classical
data\spectrograms\classical\classical.00076.png,classical
data\spectrograms\classical\classical.00076.png,classical
data\spectrograms\classical\classical.00077.png,classical
data\spectrograms\classical\classical.00077.png,classical
data\spectrograms\classical\classical.00078.png,classical
data\spectrograms\classical\classical.00078.png,classical
data\spectrograms\classical\classical.00079.png,classical
data\spectrograms\classical\classical.00079.png,classical
data\spectrograms\classical\classical.00080.png,classical
data\spectrograms\classical\classical.00080.png,classical
data\spectrograms\classical\classical.00081.png,classical
data\spectrograms\classical\classical.00081.png,classical
data\spectrograms\classical\classical.00082.png,classical
data\spectrograms\classical\classical.00082.png,classical
data\spectrograms\classical\classical.00083.png,classical
data\spectrograms\classical\classical.00083.png,classical
data\spectrograms\classical\classical.00084.png,classical
data\spectrograms\classical\classical.00084.png,classical
data\spectrograms\classical\classical.00085.png,classical
data\spectrograms\classical\classical.00085.png,classical
data\spectrograms\classical\classical.00086.png,classical
data\spectrograms\classical\classical.00086.png,classical
data\spectrograms\classical\classical.00087.png,classical
data\spectrograms\classical\classical.00087.png,classical
data\spectrograms\classical\classical.00088.png,classical
data\spectrograms\classical\classical.00088.png,classical
data\spectrograms\classical\classical.00089.png,classical
data\spectrograms\classical\classical.00089.png,classical
data\spectrograms\classical\classical.00090.png,classical
data\spectrograms\classical\classical.00090.png,classical
data\spectrograms\classical\classical.00091.png,classical
data\spectrograms\classical\classical.00091.png,classical
data\spectrograms\classical\classical.00092.png,classical
data\spectrograms\classical\classical.00092.png,classical
data\spectrograms\classical\classical.00093.png,classical
data\spectrograms\classical\classical.00093.png,classical
data\spectrograms\classical\classical.00094.png,classical
data\spectrograms\classical\classical.00094.png,classical
data\spectrograms\classical\classical.00095.png,classical
data\spectrograms\classical\classical.00095.png,classical
data\spectrograms\classical\classical.00096.png,classical
data\spectrograms\classical\classical.00096.png,classical
data\spectrograms\classical\classical.00097.png,classical
data\spectrograms\classical\classical.00097.png,classical
data\spectrograms\classical\classical.00098.png,classical
data\spectrograms\classical\classical.00098.png,classical
data\spectrograms\classical\classical.00099.png,classical
data\spectrograms\classical\classical.00099.png,classical
data\spectrograms\country\country.00000.png,country
data\spectrograms\country\country.00000.png,country
data\spectrograms\country\country.00001.png,country
data\spectrograms\country\country.00001.png,country
data\spectrograms\country\country.00002.png,country
data\spectrograms\country\country.00002.png,country
data\spectrograms\country\country.00003.png,country
data\spectrograms\country\country.00003.png,country
data\spectrograms\country\country.00004.png,country
data\spectrograms\country\country.00004.png,country
data\spectrograms\country\country.00005.png,country
data\spectrograms\country\country.00005.png,country
data\spectrograms\country\country.00006.png,country
data\spectrograms\country\country.00006.png,country
data\spectrograms\country\country.00007.png,country
data\spectrograms\country\country.00007.png,country
data\spectrograms\country\country.00008.png,country
data\spectrograms\country\country.00008.png,country
data\spectrograms\country\country.00009.png,country
data\spectrograms\country\country.00009.png,country
data\spectrograms\country\country.00010.png,country
data\spectrograms\country\country.00010.png,country
data\spectrograms\country\country.00011.png,country
data\spectrograms\country\country.00011.png,country
data\spectrograms\country\country.00012.png,country
data\spectrograms\country\country.00012.png,country
data\spectrograms\country\country.00013.png,country
data\spectrograms\country\country.00013.png,country
data\spectrograms\country\country.00014.png,country
data\spectrograms\country\country.00014.png,country
data\spectrograms\country\country.00015.png,country
data\spectrograms\country\country.00015.png,country
data\spectrograms\country\country.00016.png,country
data\spectrograms\country\country.00016.png,country
data\spectrograms\country\country.00017.png,country
data\spectrograms\country\country.00017.png,country
data\spectrograms\country\country.00018.png,country
data\spectrograms\country\country.00018.png,country
data\spectrograms\country\country.00019.png,country
data\spectrograms\country\country.00019.png,country
data\spectrograms\country\country.00020.png,country
data\spectrograms\country\country.00020.png,country
data\spectrograms\country\country.00021.png,country
data\spectrograms\country\country.00021.png,country
data\spectrograms\country\country.00022.png,country
data\spectrograms\country\country.00022.png,country
data\spectrograms\country\country.00023.png,country
data\spectrograms\country\country.00023.png,country
data\spectrograms\country\country.00024.png,country
data\spectrograms\country\country.00024.png,country
data\spectrograms\country\country.00025.png,country
data\spectrograms\country\country.00025.png,country
data\spectrograms\country\country.00026.png,country
data\spectrograms\country\country.00026.png,country
data\spectrograms\country\country.00027.png,country
data\spectrograms\country\country.00027.png,country
data\spectrograms\country\country.00028.png,country
data\spectrograms\country\country.00028.png,country
data\spectrograms\country\country.00029.png,country
data\spectrograms\country\country.00029.png,country
data\spectrograms\country\country.00030.png,country
data\spectrograms\country\country.00030.png,country
data\spectrograms\country\country.00031.png,country
data\spectrograms\country\country.00031.png,country
data\spectrograms\country\country.00032.png,country
data\spectrograms\country\country.00032.png,country
data\spectrograms\country\country.00033.png,country
data\spectrograms\country\country.00033.png,country
data\spectrograms\country\country.00034.png,country
data\spectrograms\country\country.00034.png,country
data\spectrograms\country\country.00035.png,country
data\spectrograms\country\country.00035.png,country
data\spectrograms\country\country.00036.png,country
data\spectrograms\country\country.00036.png,country
data\spectrograms\country\country.00037.png,country
data\spectrograms\country\country.00037.png,country
data\spectrograms\country\country.00038.png,country
data\spectrograms\country\country.00038.png,country
data\spectrograms\country\country.00039.png,country
data\spectrograms\country\country.00039.png,country
data\spectrograms\country\country.00040.png,country
data\spectrograms\country\country.00040.png,country
data\spectrograms\country\country.00041.png,country
data\spectrograms\country\country.00041.png,country
data\spectrograms\country\country.00042.png,country
data\spectrograms\country\country.00042.png,country
data\spectrograms\country\country.00043.png,country
data\spectrograms\country\country.00043.png,country
data\spectrograms\country\country.00044.png,country
data\spectrograms\country\country.00044.png,country
data\spectrograms\country\country.00045.png,country
data\spectrograms\country\country.00045.png,country
data\spectrograms\country\country.00046.png,country
data\spectrograms\country\country.00046.png,country
data\spectrograms\country\country.00047.png,country
data\spectrograms\country\country.00047.png,country
data\spectrograms\country\country.00048.png,country
data\spectrograms\country\country.00048.png,country
data\spectrograms\country\country.00049.png,country
data\spectrograms\country\country.00049.png,country
data\spectrograms\country\country.00050.png,country
data\spectrograms\country\country.00050.png,country
data\spectrograms\country\country.00051.png,country
data\spectrograms\country\country.00051.png,country
data\spectrograms\country\country.00052.png,country
data\spectrograms\country\country.00052.png,country
data\spectrograms\country\country.00053.png,country
data\spectrograms\country\country.00053.png,country
data\spectrograms\country\country.00054.png,country
data\spectrograms\country\country.00054.png,country
data\spectrograms\country\country.00055.png,country
data\spectrograms\country\country.00055.png,country
data\spectrograms\country\country.00056.png,country
data\spectrograms\country\country.00056.png,country
data\spectrograms\country\country.00057.png,country
data\spectrograms\country\country.00057.png,country
data\spectrograms\country\country.00058.png,country
data\spectrograms\country\country.00058.png,country
data\spectrograms\country\country.00059.png,country
data\spectrograms\country\country.00059.png,country
data\spectrograms\country\country.00060.png,country
data\spectrograms\country\country.00060.png,country
data\spectrograms\country\country.00061.png,country
data\spectrograms\country\country.00061.png,country
data\spectrograms\country\country.00062.png,country
data\spectrograms\country\country.00062.png,country
data\spectrograms\country\country.00063.png,country
data\spectrograms\country\country.00063.png,country
data\spectrograms\country\country.00064.png,country
data\spectrograms\country\country.00064.png,country
data\spectrograms\country\country.00065.png,country
data\spectrograms\country\country.00065.png,country
data\spectrograms\country\country.00066.png,country
data\spectrograms\country\country.00066.png,country
data\spectrograms\country\country.00067.png,country
data\spectrograms\country\country.00067.png,country
data\spectrograms\country\country.00068.png,country
data\spectrograms\country\country.00068.png,country
data\spectrograms\country\country.00069.png,country
data\spectrograms\country\country.00069.png,country
data\spectrograms\country\country.00070.png,country
data\spectrograms\country\country.00070.png,country
data\spectrograms\country\country.00071.png,country
data\spectrograms\country\country.00071.png,country
data\spectrograms\country\country.00072.png,country
data\spectrograms\country\country.00072.png,country
data\spectrograms\country\country.00073.png,country
data\spectrograms\country\country.00073.png,country
data\spectrograms\country\country.00074.png,country
data\spectrograms\country\country.00074.png,country
data\spectrograms\country\country.00075.png,country
data\spectrograms\country\country.00075.png,country
data\spectrograms\country\country.00076.png,country
data\spectrograms\country\country.00076.png,country
data\spectrograms\country\country.00077.png,country
data\spectrograms\country\country.00077.png,country
data\spectrograms\country\country.00078.png,country
data\spectrograms\country\country.00078.png,country
data\spectrograms\country\country.00079.png,country
data\spectrograms\country\country.00079.png,country
data\spectrograms\country\country.00080.png,country
data\spectrograms\country\country.00080.png,country
data\spectrograms\country\country.00081.png,country
data\spectrograms\country\country.00081.png,country
data\spectrograms\country\country.00082.png,country
data\spectrograms\country\country.00082.png,country
data\spectrograms\country\country.00083.png,country
data\spectrograms\country\country.00083.png,country
data\spectrograms\country\country.00084.png,country
data\spectrograms\country\country.00084.png,country
data\spectrograms\country\country.00085.png,country
data\spectrograms\country\country.00085.png,country
data\spectrograms\country\country.00086.png,country
data\spectrograms\country\country.00086.png,country
data\spectrograms\country\country.00087.png,country
data\spectrograms\country\country.00087.png,country
data\spectrograms\country\country.00088.png,country
data\spectrograms\country\country.00088.png,country
data\spectrograms\country\country.00089.png,country
data\spectrograms\country\country.00089.png,country
data\spectrograms\country\country.00090.png,country
data\spectrograms\country\country.00090.png,country
data\spectrograms\country\country.00091.png,country
data\spectrograms\country\country.00091.png,country
data\spectrograms\country\country.00092.png,country
data\spectrograms\country\country.00092.png,country
data\spectrograms\country\country.00093.png,country
data\spectrograms\country\country.00093.png,country
data\spectrograms\country\country.00094.png,country
data\spectrograms\country\country.00094.png,country
data\spectrograms\country\country.00095.png,country
data\spectrograms\country\country.00095.png,country
data\spectrograms\country\country.00096.png,country
data\spectrograms\country\country.00096.png,country
data\spectrograms\country\country.00097.png,country
data\spectrograms\country\country.00097.png,country
data\spectrograms\country\country.00098.png,country
data\spectrograms\country\country.00098.png,country
data\spectrograms\country\country.00099.png,country
data\spectrograms\country\country.00099.png,country
data\spectrograms\disco\disco.00000.png,disco
data\spectrograms\disco\disco.00000.png,disco
data\spectrograms\disco\disco.00001.png,disco
data\spectrograms\disco\disco.00001.png,disco
data\spectrograms\disco\disco.00002.png,disco
data\spectrograms\disco\disco.00002.png,disco
data\spectrograms\disco\disco.00003.png,disco
data\spectrograms\disco\disco.00003.png,disco
data\spectrograms\disco\disco.00004.png,disco
data\spectrograms\disco\disco.00004.png,disco
data\spectrograms\disco\disco.00005.png,disco
data\spectrograms\disco\disco.00005.png,disco
data\spectrograms\disco\disco.00006.png,disco
data\spectrograms\disco\disco.00006.png,disco
data\spectrograms\disco\disco.00007.png,disco
data\spectrograms\disco\disco.00007.png,disco
data\spectrograms\disco\disco.00008.png,disco
data\spectrograms\disco\disco.00008.png,disco
data\spectrograms\disco\disco.00009.png,disco
data\spectrograms\disco\disco.00009.png,disco
data\spectrograms\disco\disco.00010.png,disco
data\spectrograms\disco\disco.00010.png,disco
data\spectrograms\disco\disco.00011.png,disco
data\spectrograms\disco\disco.00011.png,disco
data\spectrograms\disco\disco.00012.png,disco
data\spectrograms\disco\disco.00012.png,disco
data\spectrograms\disco\disco.00013.png,disco
data\spectrograms\disco\disco.00013.png,disco
data\spectrograms\disco\disco.00014.png,disco
data\spectrograms\disco\disco.00014.png,disco
data\spectrograms\disco\disco.00015.png,disco
data\spectrograms\disco\disco.00015.png,disco
data\spectrograms\disco\disco.00016.png,disco
data\spectrograms\disco\disco.00016.png,disco
data\spectrograms\disco\disco.00017.png,disco
data\spectrograms\disco\disco.00017.png,disco
data\spectrograms\disco\disco.00018.png,disco
data\spectrograms\disco\disco.00018.png,disco
data\spectrograms\disco\disco.00019.png,disco
data\spectrograms\disco\disco.00019.png,disco
data\spectrograms\disco\disco.00020.png,disco
data\spectrograms\disco\disco.00020.png,disco
data\spectrograms\disco\disco.00021.png,disco
data\spectrograms\disco\disco.00021.png,disco
data\spectrograms\disco\disco.00022.png,disco
data\spectrograms\disco\disco.00022.png,disco
data\spectrograms\disco\disco.00023.png,disco
data\spectrograms\disco\disco.00023.png,disco
data\spectrograms\disco\disco.00024.png,disco
data\spectrograms\disco\disco.00024.png,disco
data\spectrograms\disco\disco.00025.png,disco
data\spectrograms\disco\disco.00025.png,disco
data\spectrograms\disco\disco.00026.png,disco
data\spectrograms\disco\disco.00026.png,disco
data\spectrograms\disco\disco.00027.png,disco
data\spectrograms\disco\disco.00027.png,disco
data\spectrograms\disco\disco.00028.png,disco
data\spectrograms\disco\disco.00028.png,disco
data\spectrograms\disco\disco.00029.png,disco
data\spectrograms\disco\disco.00029.png,disco
data\spectrograms\disco\disco.00030.png,disco
data\spectrograms\disco\disco.00030.png,disco
data\spectrograms\disco\disco.00031.png,disco
