song_id,audio_path,valence,arousal
116,data\raw\deam\audio\116.mp3,4.4,3.9
117,data\raw\deam\audio\117.mp3,3.9,5.0
118,data\raw\deam\audio\118.mp3,4.9,4.6
119,data\raw\deam\audio\119.mp3,4.3,3.2
120,data\raw\deam\audio\120.mp3,3.8,5.0
121,data\raw\deam\audio\121.mp3,3.1,3.9
122,data\raw\deam\audio\122.mp3,5.5,4.6
123,data\raw\deam\audio\123.mp3,6.1,6.2
124,data\raw\deam\audio\124.mp3,3.7,2.8
125,data\raw\deam\audio\125.mp3,4.5,4.2
126,data\raw\deam\audio\126.mp3,5.1,6.1
127,data\raw\deam\audio\127.mp3,3.0,5.3
128,data\raw\deam\audio\128.mp3,3.6,4.0
129,data\raw\deam\audio\129.mp3,4.2,6.0
130,data\raw\deam\audio\130.mp3,3.3,4.2
131,data\raw\deam\audio\131.mp3,6.1,4.9
133,data\raw\deam\audio\133.mp3,2.8,2.2
134,data\raw\deam\audio\134.mp3,5.4,6.0
135,data\raw\deam\audio\135.mp3,3.7,3.5
136,data\raw\deam\audio\136.mp3,6.8,6.2
137,data\raw\deam\audio\137.mp3,4.3,5.8
138,data\raw\deam\audio\138.mp3,3.8,2.4
140,data\raw\deam\audio\140.mp3,4.2,4.5
142,data\raw\deam\audio\142.mp3,4.6,4.8
143,data\raw\deam\audio\143.mp3,4.0,4.9
144,data\raw\deam\audio\144.mp3,3.4,4.7
145,data\raw\deam\audio\145.mp3,3.1,5.4
146,data\raw\deam\audio\146.mp3,2.4,3.5
148,data\raw\deam\audio\148.mp3,4.7,5.0
149,data\raw\deam\audio\149.mp3,3.4,3.1
150,data\raw\deam\audio\150.mp3,5.0,5.4
151,data\raw\deam\audio\151.mp3,4.0,4.5
152,data\raw\deam\audio\152.mp3,4.4,5.6
153,data\raw\deam\audio\153.mp3,3.9,4.5
154,data\raw\deam\audio\154.mp3,4.2,4.1
155,data\raw\deam\audio\155.mp3,3.6,5.4
156,data\raw\deam\audio\156.mp3,6.4,6.7
157,data\raw\deam\audio\157.mp3,4.0,6.2
158,data\raw\deam\audio\158.mp3,2.1,3.6
159,data\raw\deam\audio\159.mp3,3.8,3.1
160,data\raw\deam\audio\160.mp3,3.5,3.5
161,data\raw\deam\audio\161.mp3,6.3,3.5
162,data\raw\deam\audio\162.mp3,3.7,4.6
163,data\raw\deam\audio\163.mp3,3.6,4.5
164,data\raw\deam\audio\164.mp3,4.1,2.9
166,data\raw\deam\audio\166.mp3,3.1,4.2
167,data\raw\deam\audio\167.mp3,2.7,3.3
168,data\raw\deam\audio\168.mp3,3.3,3.4
169,data\raw\deam\audio\169.mp3,2.4,2.8
170,data\raw\deam\audio\170.mp3,3.0,5.0
171,data\raw\deam\audio\171.mp3,2.1,3.6
172,data\raw\deam\audio\172.mp3,3.8,5.0
173,data\raw\deam\audio\173.mp3,4.6,2.2
174,data\raw\deam\audio\174.mp3,4.0,3.8
175,data\raw\deam\audio\175.mp3,3.7,4.3
176,data\raw\deam\audio\176.mp3,2.4,3.9
177,data\raw\deam\audio\177.mp3,4.8,5.6
178,data\raw\deam\audio\178.mp3,2.8,3.7
179,data\raw\deam\audio\179.mp3,5.2,6.0
180,data\raw\deam\audio\180.mp3,4.8,5.9
181,data\raw\deam\audio\181.mp3,3.7,2.5
182,data\raw\deam\audio\182.mp3,2.2,3.7
184,data\raw\deam\audio\184.mp3,3.6,3.4
185,data\raw\deam\audio\185.mp3,4.9,4.6
186,data\raw\deam\audio\186.mp3,3.7,4.0
187,data\raw\deam\audio\187.mp3,2.5,3.7
188,data\raw\deam\audio\188.mp3,4.0,3.3
189,data\raw\deam\audio\189.mp3,6.5,7.1
190,data\raw\deam\audio\190.mp3,2.8,3.1
191,data\raw\deam\audio\191.mp3,5.1,6.3
192,data\raw\deam\audio\192.mp3,5.8,6.1
193,data\raw\deam\audio\193.mp3,4.1,3.0
194,data\raw\deam\audio\194.mp3,2.7,4.7
195,data\raw\deam\audio\195.mp3,4.2,2.7
196,data\raw\deam\audio\196.mp3,4.3,4.5
197,data\raw\deam\audio\197.mp3,2.2,2.8
198,data\raw\deam\audio\198.mp3,1.9,3.3
199,data\raw\deam\audio\199.mp3,5.3,5.7
201,data\raw\deam\audio\201.mp3,3.7,4.8
202,data\raw\deam\audio\202.mp3,4.6,5.2
203,data\raw\deam\audio\203.mp3,3.5,4.8
204,data\raw\deam\audio\204.mp3,3.6,2.2
205,data\raw\deam\audio\205.mp3,3.0,4.5
206,data\raw\deam\audio\206.mp3,2.3,2.6
207,data\raw\deam\audio\207.mp3,4.8,4.8
208,data\raw\deam\audio\208.mp3,4.8,6.5
209,data\raw\deam\audio\209.mp3,3.1,4.6
210,data\raw\deam\audio\210.mp3,4.2,5.5
211,data\raw\deam\audio\211.mp3,3.1,4.9
212,data\raw\deam\audio\212.mp3,4.6,5.4
213,data\raw\deam\audio\213.mp3,2.6,2.5
214,data\raw\deam\audio\214.mp3,3.6,4.1
215,data\raw\deam\audio\215.mp3,3.2,2.6
216,data\raw\deam\audio\216.mp3,4.5,5.3
217,data\raw\deam\audio\217.mp3,3.5,4.8
218,data\raw\deam\audio\218.mp3,2.9,4.0
219,data\raw\deam\audio\219.mp3,2.4,3.8
220,data\raw\deam\audio\220.mp3,4.1,3.4
221,data\raw\deam\audio\221.mp3,4.3,3.4
222,data\raw\deam\audio\222.mp3,3.8,4.3
223,data\raw\deam\audio\223.mp3,2.2,3.5
224,data\raw\deam\audio\224.mp3,5.5,5.7
225,data\raw\deam\audio\225.mp3,3.7,4.2
226,data\raw\deam\audio\226.mp3,4.9,5.0
227,data\raw\deam\audio\227.mp3,3.1,3.5
228,data\raw\deam\audio\228.mp3,3.5,4.0
229,data\raw\deam\audio\229.mp3,4.8,4.8
231,data\raw\deam\audio\231.mp3,4.1,5.6
232,data\raw\deam\audio\232.mp3,2.5,2.7
233,data\raw\deam\audio\233.mp3,4.7,4.5
234,data\raw\deam\audio\234.mp3,3.5,3.9
235,data\raw\deam\audio\235.mp3,3.0,3.7
236,data\raw\deam\audio\236.mp3,2.5,2.4
237,data\raw\deam\audio\237.mp3,4.2,3.9
238,data\raw\deam\audio\238.mp3,3.0,4.6
239,data\raw\deam\audio\239.mp3,2.3,3.3
240,data\raw\deam\audio\240.mp3,6.4,6.6
241,data\raw\deam\audio\241.mp3,4.1,4.6
242,data\raw\deam\audio\242.mp3,3.5,4.7
243,data\raw\deam\audio\243.mp3,7.2,4.1
244,data\raw\deam\audio\244.mp3,4.3,4.2
245,data\raw\deam\audio\245.mp3,4.2,6.1
246,data\raw\deam\audio\246.mp3,4.9,3.2
247,data\raw\deam\audio\247.mp3,3.9,4.5
248,data\raw\deam\audio\248.mp3,3.4,3.7
250,data\raw\deam\audio\250.mp3,3.4,3.6
253,data\raw\deam\audio\253.mp3,6.6,2.5
254,data\raw\deam\audio\254.mp3,5.3,7.4
257,data\raw\deam\audio\257.mp3,7.6,6.9
258,data\raw\deam\audio\258.mp3,4.3,4.3
260,data\raw\deam\audio\260.mp3,5.3,3.6
262,data\raw\deam\audio\262.mp3,5.6,6.9
264,data\raw\deam\audio\264.mp3,5.3,5.5
265,data\raw\deam\audio\265.mp3,4.5,6.4
266,data\raw\deam\audio\266.mp3,3.6,4.8
269,data\raw\deam\audio\269.mp3,4.3,4.8
270,data\raw\deam\audio\270.mp3,6.1,7.1
272,data\raw\deam\audio\272.mp3,5.9,6.4
273,data\raw\deam\audio\273.mp3,5.4,7.2
274,data\raw\deam\audio\274.mp3,7.7,6.0
275,data\raw\deam\audio\275.mp3,5.3,5.5
276,data\raw\deam\audio\276.mp3,6.1,5.3
278,data\raw\deam\audio\278.mp3,5.5,5.1
279,data\raw\deam\audio\279.mp3,3.6,4.7
280,data\raw\deam\audio\280.mp3,4.2,3.3
281,data\raw\deam\audio\281.mp3,5.4,7.0
282,data\raw\deam\audio\282.mp3,3.2,4.2
284,data\raw\deam\audio\284.mp3,4.4,5.2
285,data\raw\deam\audio\285.mp3,3.5,5.1
286,data\raw\deam\audio\286.mp3,5.7,6.9
288,data\raw\deam\audio\288.mp3,3.5,5.2
289,data\raw\deam\audio\289.mp3,5.7,6.7
290,data\raw\deam\audio\290.mp3,2.1,3.9
292,data\raw\deam\audio\292.mp3,7.3,7.4
293,data\raw\deam\audio\293.mp3,6.3,4.2
294,data\raw\deam\audio\294.mp3,5.5,6.5
296,data\raw\deam\audio\296.mp3,5.9,5.7
297,data\raw\deam\audio\297.mp3,3.1,3.6
298,data\raw\deam\audio\298.mp3,4.0,5.4
299,data\raw\deam\audio\299.mp3,2.8,4.3
300,data\raw\deam\audio\300.mp3,6.8,4.5
301,data\raw\deam\audio\301.mp3,3.2,3.7
302,data\raw\deam\audio\302.mp3,6.6,7.0
303,data\raw\deam\audio\303.mp3,7.0,6.4
304,data\raw\deam\audio\304.mp3,3.8,4.6
305,data\raw\deam\audio\305.mp3,6.4,6.8
306,data\raw\deam\audio\306.mp3,5.7,6.7
307,data\raw\deam\audio\307.mp3,6.1,6.8
308,data\raw\deam\audio\308.mp3,4.3,6.6
309,data\raw\deam\audio\309.mp3,5.3,5.8
310,data\raw\deam\audio\310.mp3,2.1,2.7
311,data\raw\deam\audio\311.mp3,5.8,6.9
312,data\raw\deam\audio\312.mp3,4.6,5.8
313,data\raw\deam\audio\313.mp3,3.6,5.3
314,data\raw\deam\audio\314.mp3,5.8,5.9
315,data\raw\deam\audio\315.mp3,6.4,7.5
316,data\raw\deam\audio\316.mp3,2.8,3.5
317,data\raw\deam\audio\317.mp3,6.1,4.3
318,data\raw\deam\audio\318.mp3,5.9,5.9
319,data\raw\deam\audio\319.mp3,4.5,6.6
320,data\raw\deam\audio\320.mp3,7.4,6.6
321,data\raw\deam\audio\321.mp3,7.3,6.0
322,data\raw\deam\audio\322.mp3,6.1,7.6
323,data\raw\deam\audio\323.mp3,4.82,5.73
324,data\raw\deam\audio\324.mp3,3.3,4.7
325,data\raw\deam\audio\325.mp3,5.5,5.4
326,data\raw\deam\audio\326.mp3,5.4,7.2
327,data\raw\deam\audio\327.mp3,6.0,7.1
328,data\raw\deam\audio\328.mp3,5.2,4.2
329,data\raw\deam\audio\329.mp3,3.3,4.2
330,data\raw\deam\audio\330.mp3,5.9,3.1
332,data\raw\deam\audio\332.mp3,5.5,6.9
333,data\raw\deam\audio\333.mp3,6.7,6.1
334,data\raw\deam\audio\334.mp3,5.9,5.9
335,data\raw\deam\audio\335.mp3,6.8,6.8
336,data\raw\deam\audio\336.mp3,6.1,6.6
338,data\raw\deam\audio\338.mp3,3.0,3.8
339,data\raw\deam\audio\339.mp3,5.9,6.9
340,data\raw\deam\audio\340.mp3,3.8,4.6
341,data\raw\deam\audio\341.mp3,3.8,4.4
342,data\raw\deam\audio\342.mp3,4.0,5.1
343,data\raw\deam\audio\343.mp3,7.0,8.1
344,data\raw\deam\audio\344.mp3,4.6,5.2
345,data\raw\deam\audio\345.mp3,7.2,6.5
346,data\raw\deam\audio\346.mp3,6.7,7.3
347,data\raw\deam\audio\347.mp3,3.82,5.82
348,data\raw\deam\audio\348.mp3,5.0,5.7
349,data\raw\deam\audio\349.mp3,4.6,5.8
350,data\raw\deam\audio\350.mp3,6.0,6.5
352,data\raw\deam\audio\352.mp3,5.5,4.5
353,data\raw\deam\audio\353.mp3,4.0,4.8
354,data\raw\deam\audio\354.mp3,7.1,6.4
355,data\raw\deam\audio\355.mp3,5.1,6.5
356,data\raw\deam\audio\356.mp3,4.6,5.6
357,data\raw\deam\audio\357.mp3,4.8,6.5
358,data\raw\deam\audio\358.mp3,5.6,4.2
359,data\raw\deam\audio\359.mp3,2.5,3.7
360,data\raw\deam\audio\360.mp3,2.5,5.5
361,data\raw\deam\audio\361.mp3,2.55,3.36
362,data\raw\deam\audio\362.mp3,4.0,5.9
364,data\raw\deam\audio\364.mp3,5.5,6.5
365,data\raw\deam\audio\365.mp3,6.0,7.1
366,data\raw\deam\audio\366.mp3,6.9,6.1
367,data\raw\deam\audio\367.mp3,3.1,2.7
368,data\raw\deam\audio\368.mp3,4.8,6.1
369,data\raw\deam\audio\369.mp3,2.9,3.4
370,data\raw\deam\audio\370.mp3,3.8,3.4
371,data\raw\deam\audio\371.mp3,5.2,6.6
372,data\raw\deam\audio\372.mp3,3.6,4.8
374,data\raw\deam\audio\374.mp3,7.0,4.9
375,data\raw\deam\audio\375.mp3,1.9,2.8
376,data\raw\deam\audio\376.mp3,5.0,5.9
378,data\raw\deam\audio\378.mp3,5.5,5.9
379,data\raw\deam\audio\379.mp3,1.9,2.9
380,data\raw\deam\audio\380.mp3,5.6,4.8
381,data\raw\deam\audio\381.mp3,6.0,6.7
383,data\raw\deam\audio\383.mp3,4.2,3.6
384,data\raw\deam\audio\384.mp3,3.6,4.1
386,data\raw\deam\audio\386.mp3,5.0,5.5
387,data\raw\deam\audio\387.mp3,6.2,6.2
390,data\raw\deam\audio\390.mp3,5.7,6.2
391,data\raw\deam\audio\391.mp3,5.5,6.1
392,data\raw\deam\audio\392.mp3,3.4,4.8
393,data\raw\deam\audio\393.mp3,6.0,6.4
395,data\raw\deam\audio\395.mp3,6.7,6.2
397,data\raw\deam\audio\397.mp3,7.0,7.0
399,data\raw\deam\audio\399.mp3,6.7,7.0
400,data\raw\deam\audio\400.mp3,5.1,5.6
401,data\raw\deam\audio\401.mp3,5.5,6.4
402,data\raw\deam\audio\402.mp3,7.1,7.1
403,data\raw\deam\audio\403.mp3,5.1,5.2
404,data\raw\deam\audio\404.mp3,6.9,6.8
405,data\raw\deam\audio\405.mp3,6.1,7.4
406,data\raw\deam\audio\406.mp3,5.3,4.3
407,data\raw\deam\audio\407.mp3,4.3,4.5
408,data\raw\deam\audio\408.mp3,6.6,6.1
410,data\raw\deam\audio\410.mp3,3.8,5.1
415,data\raw\deam\audio\415.mp3,6.0,5.2
416,data\raw\deam\audio\416.mp3,5.5,5.2
419,data\raw\deam\audio\419.mp3,3.3,4.0
420,data\raw\deam\audio\420.mp3,4.5,5.4
422,data\raw\deam\audio\422.mp3,2.8,3.7
423,data\raw\deam\audio\423.mp3,5.2,4.5
425,data\raw\deam\audio\425.mp3,7.1,6.8
426,data\raw\deam\audio\426.mp3,5.3,5.3
427,data\raw\deam\audio\427.mp3,5.2,5.8
428,data\raw\deam\audio\428.mp3,6.6,6.6
429,data\raw\deam\audio\429.mp3,3.3,4.3
430,data\raw\deam\audio\430.mp3,4.0,2.9
431,data\raw\deam\audio\431.mp3,6.1,5.5
432,data\raw\deam\audio\432.mp3,5.3,5.3
435,data\raw\deam\audio\435.mp3,4.5,5.9
436,data\raw\deam\audio\436.mp3,4.3,5.2
437,data\raw\deam\audio\437.mp3,5.2,4.3
440,data\raw\deam\audio\440.mp3,5.3,6.3
441,data\raw\deam\audio\441.mp3,4.6,5.1
442,data\raw\deam\audio\442.mp3,4.1,4.5
444,data\raw\deam\audio\444.mp3,2.3,2.5
445,data\raw\deam\audio\445.mp3,2.4,4.6
448,data\raw\deam\audio\448.mp3,6.7,6.5
449,data\raw\deam\audio\449.mp3,3.6,3.8
450,data\raw\deam\audio\450.mp3,4.1,5.0
451,data\raw\deam\audio\451.mp3,4.9,4.4
452,data\raw\deam\audio\452.mp3,5.45,6.75
453,data\raw\deam\audio\453.mp3,4.6,5.6
454,data\raw\deam\audio\454.mp3,5.0,4.8
455,data\raw\deam\audio\455.mp3,5.4,5.7
456,data\raw\deam\audio\456.mp3,6.1,2.3
458,data\raw\deam\audio\458.mp3,3.4,5.0
459,data\raw\deam\audio\459.mp3,6.3,6.1
460,data\raw\deam\audio\460.mp3,3.8,3.8
461,data\raw\deam\audio\461.mp3,4.8,4.4
462,data\raw\deam\audio\462.mp3,5.8,4.6
463,data\raw\deam\audio\463.mp3,5.0,5.7
464,data\raw\deam\audio\464.mp3,5.1,5.6
466,data\raw\deam\audio\466.mp3,6.6,5.9
467,data\raw\deam\audio\467.mp3,5.7,6.8
468,data\raw\deam\audio\468.mp3,3.6,3.4
469,data\raw\deam\audio\469.mp3,5.1,5.3
472,data\raw\deam\audio\472.mp3,6.5,5.2
473,data\raw\deam\audio\473.mp3,7.1,5.5
475,data\raw\deam\audio\475.mp3,5.6,5.0
477,data\raw\deam\audio\477.mp3,7.1,7.2
478,data\raw\deam\audio\478.mp3,2.8,3.2
479,data\raw\deam\audio\479.mp3,4.5,5.7
480,data\raw\deam\audio\480.mp3,2.7,4.1
481,data\raw\deam\audio\481.mp3,3.4,4.7
482,data\raw\deam\audio\482.mp3,1.9,3.5
484,data\raw\deam\audio\484.mp3,6.4,6.5
485,data\raw\deam\audio\485.mp3,2.6,3.7
486,data\raw\deam\audio\486.mp3,6.2,5.7
487,data\raw\deam\audio\487.mp3,4.5,5.3
488,data\raw\deam\audio\488.mp3,1.6,3.4
489,data\raw\deam\audio\489.mp3,4.6,5.2
490,data\raw\deam\audio\490.mp3,3.9,3.7
492,data\raw\deam\audio\492.mp3,4.4,4.8
493,data\raw\deam\audio\493.mp3,3.7,4.9
494,data\raw\deam\audio\494.mp3,3.7,4.1
496,data\raw\deam\audio\496.mp3,4.7,5.9
497,data\raw\deam\audio\497.mp3,6.2,5.7
498,data\raw\deam\audio\498.mp3,2.9,2.8
499,data\raw\deam\audio\499.mp3,3.6,3.6
500,data\raw\deam\audio\500.mp3,6.0,5.2
501,data\raw\deam\audio\501.mp3,2.5,4.4
502,data\raw\deam\audio\502.mp3,4.8,4.6
503,data\raw\deam\audio\503.mp3,5.8,6.4
504,data\raw\deam\audio\504.mp3,4.8,4.0
506,data\raw\deam\audio\506.mp3,2.9,4.1
507,data\raw\deam\audio\507.mp3,4.9,4.8
512,data\raw\deam\audio\512.mp3,5.1,5.4
513,data\raw\deam\audio\513.mp3,3.1,4.2
514,data\raw\deam\audio\514.mp3,4.3,5.8
515,data\raw\deam\audio\515.mp3,3.8,3.4
518,data\raw\deam\audio\518.mp3,4.1,3.4
519,data\raw\deam\audio\519.mp3,6.8,5.3
520,data\raw\deam\audio\520.mp3,4.0,5.5
521,data\raw\deam\audio\521.mp3,3.8,4.6
522,data\raw\deam\audio\522.mp3,3.5,2.7
523,data\raw\deam\audio\523.mp3,5.1,5.9
524,data\raw\deam\audio\524.mp3,3.3,4.0
525,data\raw\deam\audio\525.mp3,4.3,4.8
527,data\raw\deam\audio\527.mp3,4.0,5.7
529,data\raw\deam\audio\529.mp3,4.7,5.8
530,data\raw\deam\audio\530.mp3,3.3,3.5
535,data\raw\deam\audio\535.mp3,6.1,6.5
536,data\raw\deam\audio\536.mp3,5.1,4.5
537,data\raw\deam\audio\537.mp3,5.0,2.6
540,data\raw\deam\audio\540.mp3,4.1,4.4
544,data\raw\deam\audio\544.mp3,4.8,4.5
547,data\raw\deam\audio\547.mp3,3.4,4.8
550,data\raw\deam\audio\550.mp3,4.2,5.9
551,data\raw\deam\audio\551.mp3,3.2,4.0
554,data\raw\deam\audio\554.mp3,2.8,5.0
555,data\raw\deam\audio\555.mp3,5.2,4.8
556,data\raw\deam\audio\556.mp3,5.6,6.1
558,data\raw\deam\audio\558.mp3,2.8,3.2
560,data\raw\deam\audio\560.mp3,2.9,4.6
561,data\raw\deam\audio\561.mp3,6.9,7.0
564,data\raw\deam\audio\564.mp3,4.7,4.9
565,data\raw\deam\audio\565.mp3,3.1,3.0
568,data\raw\deam\audio\568.mp3,5.4,3.1
574,data\raw\deam\audio\574.mp3,4.5,4.8
577,data\raw\deam\audio\577.mp3,5.6,5.5
579,data\raw\deam\audio\579.mp3,3.1,3.2
580,data\raw\deam\audio\580.mp3,2.4,4.4
581,data\raw\deam\audio\581.mp3,5.3,6.0
582,data\raw\deam\audio\582.mp3,3.1,4.9
584,data\raw\deam\audio\584.mp3,2.5,2.4
585,data\raw\deam\audio\585.mp3,4.0,4.2
586,data\raw\deam\audio\586.mp3,5.2,5.9
591,data\raw\deam\audio\591.mp3,5.7,6.2
592,data\raw\deam\audio\592.mp3,5.45,5.09
594,data\raw\deam\audio\594.mp3,4.2,3.1
597,data\raw\deam\audio\597.mp3,4.8,6.4
598,data\raw\deam\audio\598.mp3,4.0,5.6
600,data\raw\deam\audio\600.mp3,3.5,4.0
605,data\raw\deam\audio\605.mp3,4.4,6.0
606,data\raw\deam\audio\606.mp3,4.1,5.6
607,data\raw\deam\audio\607.mp3,4.4,6.1
608,data\raw\deam\audio\608.mp3,2.9,3.8
609,data\raw\deam\audio\609.mp3,5.3,5.55
610,data\raw\deam\audio\610.mp3,6.3,6.5
611,data\raw\deam\audio\611.mp3,5.1,4.8
612,data\raw\deam\audio\612.mp3,5.6,6.6
613,data\raw\deam\audio\613.mp3,5.2,6.8
614,data\raw\deam\audio\614.mp3,4.3,3.7
615,data\raw\deam\audio\615.mp3,3.2,5.0
616,data\raw\deam\audio\616.mp3,3.5,5.0
617,data\raw\deam\audio\617.mp3,6.5,3.0
620,data\raw\deam\audio\620.mp3,5.8,4.4
621,data\raw\deam\audio\621.mp3,2.9,4.4
622,data\raw\deam\audio\622.mp3,4.5,5.0
623,data\raw\deam\audio\623.mp3,3.8,5.9
625,data\raw\deam\audio\625.mp3,3.1,4.4
628,data\raw\deam\audio\628.mp3,4.9,6.8
629,data\raw\deam\audio\629.mp3,7.4,7.6
631,data\raw\deam\audio\631.mp3,7.6,3.1
632,data\raw\deam\audio\632.mp3,4.2,5.4
634,data\raw\deam\audio\634.mp3,4.7,5.8
635,data\raw\deam\audio\635.mp3,6.6,7.6
637,data\raw\deam\audio\637.mp3,2.2,3.6
638,data\raw\deam\audio\638.mp3,3.2,4.4
639,data\raw\deam\audio\639.mp3,6.1,6.3
640,data\raw\deam\audio\640.mp3,7.6,7.8
643,data\raw\deam\audio\643.mp3,3.5,4.2
644,data\raw\deam\audio\644.mp3,4.3,5.6
645,data\raw\deam\audio\645.mp3,4.6,5.7
646,data\raw\deam\audio\646.mp3,3.1,3.8
647,data\raw\deam\audio\647.mp3,3.0,5.8
648,data\raw\deam\audio\648.mp3,5.1,6.8
649,data\raw\deam\audio\649.mp3,6.2,6.7
650,data\raw\deam\audio\650.mp3,6.0,4.2
651,data\raw\deam\audio\651.mp3,6.4,7.1
652,data\raw\deam\audio\652.mp3,3.2,4.3
653,data\raw\deam\audio\653.mp3,5.3,6.5
654,data\raw\deam\audio\654.mp3,5.1,4.4
656,data\raw\deam\audio\656.mp3,2.6,4.1
657,data\raw\deam\audio\657.mp3,5.1,5.6
658,data\raw\deam\audio\658.mp3,4.4,5.7
660,data\raw\deam\audio\660.mp3,2.1,2.8
661,data\raw\deam\audio\661.mp3,2.2,2.8
662,data\raw\deam\audio\662.mp3,5.9,5.1
663,data\raw\deam\audio\663.mp3,3.3,4.3
664,data\raw\deam\audio\664.mp3,7.0,6.6
665,data\raw\deam\audio\665.mp3,5.7,6.2
666,data\raw\deam\audio\666.mp3,5.3,5.0
667,data\raw\deam\audio\667.mp3,4.2,4.9
